#   <lc>              σ(lc)             lb                σ(lb)             <lambda>          σ(lambda)         <L/lc>            σ(L/lc)           <L/lambda>       σ(L/lambda)        <lb/L>            σ(lb/L)           <E_stretch>       σ(E_stretch)      <E_bend>          σ(E_bend)         <E_shear>         σ(E_shear)        <E_total>         σ(E_total)        <E from A>        σ(E from A)       <E_error>         σ(E_error)        N     EA              EI              GI              SHEARDISPL      STRETCHDISPL    L        CASENO   SEED    WX    WY  Datafile
#
# index 0  EA=1  EI=4e-8  GI variable
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000027814669    0.000005282428    0.000033219160    0.000005479137    0.000000000310    0.000000000036    0.000061034139    0.000010286433    0.000061034193    0.000010286439   -0.000000871404    0.000002792943     600  1.000000000000  0.000000040000  0.000000000100  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data001.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000027816105    0.000005282600    0.000033217724    0.000005478943    0.000000003098    0.000000000357    0.000061036927    0.000010286648    0.000061036812    0.000010286634    0.000001853643    0.000005938228     600  1.000000000000  0.000000040000  0.000000001000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data002.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000027830469    0.000005284350    0.000033203393    0.000005476989    0.000000030923    0.000000003567    0.000061064786    0.000010288802    0.000061064739    0.000010288792    0.000000744443    0.000002195709     600  1.000000000000  0.000000040000  0.000000010000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data003.dat
  0.012204411400    0.000166168877    0.000200000000    0.000000000000    0.048050196200    0.000874432593   16.390211897700    0.219929917640    4.163530784000    0.074310357459    0.001000000000    0.000000000000    0.000026325871    0.000005181849    0.000033325712    0.000003449016    0.000000031959    0.000000004932    0.000059683542    0.000008179722    0.000059683539    0.000008179721    0.000000063210    0.000000117901     600  1.000000000000  0.000000040000  0.000000010000  0.010000000000  0.000000000000  0.200000      10     102  1.00  1.00  datb0003.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000027973086    0.000005301690    0.000033064016    0.000005457761    0.000000303304    0.000000035001    0.000061340406    0.000010310238    0.000061340590    0.000010310264   -0.000002939892    0.000009239060     600  1.000000000000  0.000000040000  0.000000100000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data004.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000029306944    0.000005463833    0.000031977996    0.000005291711    0.000002557464    0.000000298576    0.000063842404    0.000010514963    0.000063842277    0.000010514948    0.000001949558    0.000006191935     600  1.000000000000  0.000000040000  0.000001000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data005.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000037763789    0.000006539446    0.000030024311    0.000004700213    0.000010022554    0.000001273550    0.000077810653    0.000011901244    0.000077811421    0.000011901310   -0.000009749408    0.000030843515     600  1.000000000000  0.000000040000  0.000010000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data006.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000056423522    0.000009190362    0.000037315870    0.000004961009    0.000008861461    0.000001236969    0.000102600853    0.000014861945    0.000102600443    0.000014861897    0.000003934376    0.000012356479     600  1.000000000000  0.000000040000  0.000100000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data007.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000067149399    0.000010839465    0.000045012764    0.000005651161    0.000001948658    0.000000285423    0.000114110822    0.000016370993    0.000114110206    0.000016370894    0.000005288834    0.000016698518     600  1.000000000000  0.000000040000  0.001000000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data008.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000069099363    0.000011149222    0.000046664171    0.000005819086    0.000000223907    0.000000032847    0.000115987440    0.000016624779    0.000115987457    0.000016624782   -0.000000144661    0.000000477072     600  1.000000000000  0.000000040000  0.010000000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data009.dat
  0.012257854900    0.000208176567    0.000200000000    0.000000000000    0.048331958200    0.001093104208   16.320335393900    0.279193569758    4.139972751500    0.094544536704    0.001000000000    0.000000000000    0.000069315158    0.000011183585    0.000046852664    0.000005838480    0.000000022755    0.000000003333    0.000116190577    0.000016652275    0.000116190053    0.000016652186    0.000004411538    0.000013935589     600  1.000000000000  0.000000040000  0.100000000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data010.dat


# index 1  EA=0.1  EI=4e-8  GI variable
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000010973694    0.000001849348    0.000005075672    0.000000568777    0.000000000078    0.000000000007    0.000016049445    0.000002318101    0.000016049119    0.000002318097    0.000020238986    0.000063615599     600  0.100000000000  0.000000040000  0.000000000100  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2000.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000010974141    0.000001849371    0.000005075225    0.000000568737    0.000000000784    0.000000000067    0.000016050150    0.000002318095    0.000016049824    0.000002318092    0.000020280349    0.000064154587     600  0.100000000000  0.000000040000  0.000000001000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2001.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000010978595    0.000001849604    0.000005070785    0.000000568345    0.000000007813    0.000000000667    0.000016057192    0.000002318037    0.000016056763    0.000002318031    0.000026676793    0.000084139568     600  0.100000000000  0.000000040000  0.000000010000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2002.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000011022615    0.000001851909    0.000005027989    0.000000564417    0.000000075880    0.000000006381    0.000016126484    0.000002317570    0.000016126500    0.000002317572   -0.000000970744    0.000002729908     600  0.100000000000  0.000000040000  0.000000100000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2003.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000011417917    0.000001873291    0.000004716652    0.000000528933    0.000000594146    0.000000046907    0.000016728715    0.000002320103    0.000016728222    0.000002320099    0.000029461442    0.000093727543     600  0.100000000000  0.000000040000  0.000001000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2004.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000013480094    0.000002014198    0.000004276722    0.000000420726    0.000001799460    0.000000138048    0.000019556277    0.000002410062    0.000019556347    0.000002410070   -0.000003539742    0.000010651171     600  0.100000000000  0.000000040000  0.000010000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2005.dat
  0.012257854900    0.000208176567    0.000632456000    0.000000000000    0.032928179700    0.000744723347   16.320335393900    0.279193569758    6.076648972900    0.138772401770    0.003162278000    0.000000000000    0.000016588050    0.000002267986    0.000005612213    0.000000437576    0.000001087437    0.000000087683    0.000023287700    0.000002600235    0.000023287728    0.000002600240   -0.000001219548    0.000004032100     600  0.100000000000  0.000000040000  0.000100000000  0.010000000000  0.000000000000  0.200000      10     105  1.00  1.00  data2006.dat
